"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Chris Robinson","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".255",".292",".548",".246"," ","57","0.0","0.0"," ","0.0","0.0","0.0","3443"
"Austin Hedges","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".248",".301",".549",".245"," ","57","0.0","0.0"," ","0.0","0.0","0.0","12976"
"Miguel Del Castillo","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".250",".296",".546",".245"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa507265"
"Kawika Emsley-Pai","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".266",".264",".530",".245"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa548473"
"Clint Coulter","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".243",".298",".540",".244"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa657922"
"Chance Sisco","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".255",".289",".544",".244"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa737615"
"Drew Butera","Royals","135","123","24","5","1","2","11","11","8","30","1","1","1"," ",".195",".253",".286",".539",".243"," ","56","-0.1","0.4"," ","-6.6","3.3","0.1","3411"
"Jesus Sucre","Mariners","94","89","20","3","0","1","8","7","3","16","1","1","1"," ",".221",".252",".294",".546",".243"," ","54","0.0","0.0"," ","-4.7","2.0","0.0","5942"
"Brandon Bantz","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".250",".290",".540",".243"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","9442"
"Adolfo Reina","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".236",".308",".545",".243"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa503320"
"Jose Chavez","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".249",".291",".540",".243"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa657706"
"Ryan Lipkin","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".245",".296",".541",".242"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa503519"
"Omir Santos","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".245",".297",".542",".242"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","3583"
"Mark Fleury","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".253",".280",".533",".242"," ","56","0.0","0.0"," ","0.0","0.0","0.0","sa501230"
"Yovan Gonzalez","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".252",".285",".537",".242"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa502678"
"Eli Whiteside","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".246",".293",".539",".242"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","3536"
"Bryce Massanari"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".241",".297",".538",".241"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa502682"
"Koyie Hill","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".252",".285",".537",".241"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","1829"
"Parker Morin","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".246",".290",".536",".241"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa658263"
"Trevor Brown","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".252",".285",".536",".241"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa658156"
"Jeff Arnold","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".243",".292",".535",".241"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa549361"
"Andrew Longley","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".243",".295",".538",".240"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa659756"
"Chad Noble","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".247",".288",".536",".240"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa550047"
"Anthony Bemboom","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".241",".296",".537",".240"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa579274"
"Aaron Munoz","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".245",".290",".535",".240"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa546784"
"John Baker","Cubs","36","32","6","1","0","0","3","2","3","9","0","0","0"," ",".196",".266",".262",".528",".240"," ","52","-0.1","-0.3"," ","-2.0","0.5","0.0","4756"
"Wilfredo Gimenez","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".244",".292",".537",".239"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa504051"
"Daniel Rams","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".237",".295",".532",".239"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa390353"
"Chad Wallach","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".256",".268",".525",".239"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa550207"
"Lucas Bailey","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".235",".298",".533",".238"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa501447"
"Craig Albernaz","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".248",".281",".529",".238"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa328612"
"Mike Brenly","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".245",".285",".531",".238"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa455866"
"Wilfredo Rodriguez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".248",".282",".531",".238"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa658032"
"Anderson De La Rosa","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".239",".293",".532",".237"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa254509"
"Mark Thomas","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".229",".303",".531",".237"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa328150"
"Vince Difazio","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".244",".277",".521",".237"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa501657"
"Jake Depew","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".250",".270",".520",".237"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa548454"
"Nelfi Zapata","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".244",".278",".523",".236"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa502056"
"Jake Romanski","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".240",".288",".528",".236"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa738897"
"Ralph Henriquez","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".236",".292",".528",".236"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa290179"
"Logan Moore","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".242",".279",".521",".236"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa598265"
"Pierce Rankin","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".236",".286",".522",".235"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa549523"
"Wynston Sawyer","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".243",".274",".517",".234"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa548430"
"Kellin Deglan","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".226",".295",".520",".234"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa548189"
"Willians Astudillo","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".242",".282",".524",".233"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa504866"
"Cameron Gallagher","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".241",".275",".516",".233"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa597771"
"Rocky Gale","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".246",".274",".520",".233"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","10533"
"Mike Dowd","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".240",".278",".518",".232"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa578097"
"Pedro Severino","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".234",".283",".517",".232"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa599084"
"Omar Narvaez","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".248",".260",".507",".231"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa504967"
"Alberto Rosario","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".239",".273",".512",".231"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa392748"
"Jose Briceno","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".229",".289",".518",".231"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa548003"
"Cody Clark","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".233",".278",".511",".230"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","6019"
"Parker Berberet","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".236",".273",".509",".230"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa546748"
"Mayo Acosta","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".231",".277",".508",".230"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa392849"
"Jorge Saez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".239",".264",".503",".229"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa658909"
"Dane Phillips","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".229",".283",".512",".229"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa503813"
"Benjamin Turner","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".244",".264",".508",".229"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa658602"
"Alex Swim","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".243",".266",".509",".229"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa621599"
"Willson Contreras","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".230",".277",".507",".229"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa508176"
"Ronnie Freeman","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".239",".266",".506",".228"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa658013"
"Tyler Tewell","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".220",".292",".513",".228"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa658346"
"Eric Sim","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".236",".267",".503",".228"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa549774"
"J.C. Boscan","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".241",".261",".502",".228"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","2324"
"Spencer Kieboom","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".233",".274",".507",".228"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa621637"
"Pratt Maynard","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".239",".261",".500",".227"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa577962"
"Ali Solis","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".226",".283",".510",".227"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","8848"
"Chadd Krist","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".233",".267",".501",".227"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa579540"
"Steven Baron","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".229",".276",".505",".227"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","9787"
"Cameron Garfield","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".223",".283",".506",".226"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa500836"
"Samuel Kimmel","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".231",".270",".501",".225"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa599743"
"Mike Marjama","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".226",".277",".503",".225"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa580435"
"Travis Tartamella","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".234",".264",".498",".225"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa502036"
"Geoff Klein","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".229",".268",".497",".225"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa547202"
"David Lyon","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".223",".276",".498",".224"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa658989"
"Joseph Odom","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".230",".263",".492",".224"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa738310"
"Zach Wright","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".232",".259",".491",".224"," ","43","0.0","0.0"," ","-0.1","0.0","0.0","sa577954"
"Marcus Littlewood","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".231",".260",".491",".223"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa548261"
"Jose Bonilla","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".234",".255",".489",".223"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa394062"
"Kyle Farmer","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".232",".262",".494",".223"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa620958"
"Tim Roberson","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".224",".273",".497",".222"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa546786"
"Dan Burkhart"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".230",".261",".491",".222"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa526254"
"Rodrigo Vigil","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".228",".265",".492",".221"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa547818"
"Brian Holberton","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".227",".261",".489",".221"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa737846"
"Trent Garrison","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".231",".262",".493",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa603124"
"Zane Evans","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".226",".266",".491",".221"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa708968"
"Alex San Juan"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".224",".268",".492",".221"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa751968"
"Chace Numata","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".229",".261",".489",".221"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa549139"
"Chase Anselment","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".218",".272",".490",".220"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa621129"
"Jesus Posso","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".220",".269",".489",".220"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa737004"
"Jose Godoy","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".233",".251",".484",".219"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa657267"
"Michael Pericht","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".217",".270",".488",".219"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa501923"
"Josh Ludy","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".226",".257",".483",".219"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa546687"
"Tony Delmonico","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".228",".252",".480",".219"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa454730"
"Joseph Hudson","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".227",".255",".482",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa658019"
"Brent Tanner","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".222",".260",".483",".219"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa599493"
"Joe Oliveira","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".229",".250",".479",".218"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa549145"
"Luis Perez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".219",".267",".486",".218"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa506572"
"Yefry Castillo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".225",".257",".481",".217"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa505948"
"Rafael Neda","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".231",".245",".475",".217"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa546791"
"Eric Haase","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".214",".269",".483",".217"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa601042"
"Joe Maloney","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".211",".273",".483",".216"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa598092"
"Arvicent Perez","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".222",".261",".483",".216"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa655950"
"Roidany Aguila","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".212",".272",".484",".216"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa502028"
"Marcus Greene","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".231",".241",".472",".216"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa659282"
"Michael Perez","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".220",".256",".476",".216"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa597838"
"Victor Caratini","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".228",".249",".477",".216"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa737618"
"Mike Reeves","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".229",".244",".473",".215"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa503425"
"Andrew Knapp","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".220",".255",".475",".215"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa550140"
"Carson Kelly","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".223",".253",".476",".215"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa657963"
"Kenny Swab","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".218",".259",".477",".215"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa503721"
"Jackson Valera","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".224",".252",".476",".215"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa505529"
"Kale Sumner","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".227",".237",".464",".214"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa738625"
"Hamlet Marte","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".217",".259",".475",".214"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa597218"
"Kevin David","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".220",".254",".473",".214"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa503073"
"Santiago Nessy","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".217",".256",".473",".214"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa547792"
"Francisco Diaz","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".227",".242",".468",".213"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa505229"
"Will Remillard","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".224",".244",".468",".213"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa738192"
"Jin-De Jhang","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".221",".252",".473",".213"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa653546"
"Adam Ehrlich","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".225",".242",".467",".212"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa597980"
"Webster Rivas","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".219",".253",".472",".212"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa547912"
"Corey Bass","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".216",".252",".468",".212"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa738544"
"Ryan Delgado","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".217",".251",".468",".212"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa549953"
"Julio Morillo","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".221",".247",".468",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa546504"
"Austin Wynns","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".224",".243",".467",".211"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa707785"
"William Russell","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".217",".249",".467",".211"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa658894"
"James Rice","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".221",".241",".462",".210"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa550398"
"Kevin Torres","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".215",".252",".467",".210"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa454965"
"Ricky Gingras","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".212",".253",".466",".210"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa658313"
"Ryan Gorton","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".220",".241",".461",".209"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa579845"
"Reese Mcguire","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".222",".242",".463",".209"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa737505"
"Bo Altobelli","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".220",".240",".460",".209"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa658536"
"Gabriel Lino","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".210",".252",".462",".209"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa548048"
"Gabriel Gutierrez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".205",".264",".468",".208"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa286640"
"Michael Vaughn","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".212",".249",".462",".208"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa658296"
"Roberto Pena","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".211",".252",".462",".208"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa548359"
"Richard Stock","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".207",".260",".467",".208"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa503673"
"Jesus Montero","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".215",".245",".461",".208"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa506571"
"Yaniel Cabeza","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".217",".242",".459",".208"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa598337"
"Yosbel Gutierrez","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".211",".249",".460",".208"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa550722"
"Jobduan Morales","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".217",".238",".455",".208"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa501573"
"Eric Smith","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".219",".236",".455",".207"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa658396"
"Sergio Burruel"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".213",".245",".459",".207"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa502070"
"Jose Behar","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".212",".245",".457",".207"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa598557"
"Raudy Read","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".204",".257",".461",".206"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa597099"
"Albert Cordero","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".211",".243",".454",".205"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa504824"
"Arturo Nieto","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".214",".237",".450",".205"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa596241"
"Abel Baker","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".211",".241",".452",".204"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa599395"
"David Villasuso","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".205",".249",".454",".204"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa599811"
